index,carat,cut,color,clarity,depth,table,x,y,z
15369,1.71,Ideal,H,VS2,63.0,57.0,7.57,7.53,4.76
15370,0.3,Ideal,D,VVS2,61.7,57.0,4.3,4.32,2.66
15371,0.6,Premium,E,VS2,59.9,61.0,5.53,5.48,3.3
15372,0.3,Ideal,H,VVS1,61.9,55.0,4.34,4.32,2.68
15373,0.41,Premium,H,SI1,62.0,59.0,4.78,4.8,2.97
15374,0.3,Ideal,H,VS1,61.4,57.0,4.31,4.32,2.65
15375,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02
15376,1.03,Premium,H,SI1,59.5,58.0,6.64,6.58,3.93
15377,0.32,Ideal,I,VS2,60.6,56.0,4.42,4.46,2.69
15378,2.0,Very Good,G,SI1,63.5,56.0,7.9,7.97,5.04
15379,0.51,Premium,H,VVS2,60.8,61.0,5.12,5.08,3.1
15380,0.72,Ideal,D,VS2,62.1,54.0,5.76,5.81,3.59
15381,0.29,Ideal,G,VVS2,61.9,56.0,4.24,4.25,2.62
15382,0.32,Ideal,D,VS2,61.8,55.0,4.43,4.41,2.73
15383,0.27,Good,D,VVS2,64.3,55.0,4.14,4.09,2.65
15384,0.3,Premium,E,SI1,62.5,59.0,4.3,4.28,2.68
15385,0.71,Ideal,F,SI2,61.5,55.0,5.78,5.75,3.54
15386,0.76,Ideal,G,SI2,62.1,59.0,5.81,5.84,3.62
15387,0.41,Premium,G,VVS2,62.2,58.0,4.82,4.76,2.98
15388,0.32,Ideal,E,VS1,61.0,54.0,4.44,4.46,2.72
15389,1.04,Good,F,SI1,63.4,59.0,6.4,6.44,4.07
15390,2.02,Ideal,I,SI2,62.2,57.0,8.06,7.99,4.99
15391,1.03,Ideal,I,SI2,62.2,57.0,6.46,6.5,4.03
15392,1.21,Ideal,G,VS1,61.4,56.0,6.9,6.84,4.22
15393,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16
15394,0.4,Ideal,F,VS1,61.1,56.0,4.75,4.78,2.91
15395,1.0,Premium,E,VS1,60.4,59.0,6.51,6.54,3.94
15396,0.41,Good,E,SI1,63.3,57.0,4.73,4.75,3.0
15397,1.51,Fair,I,I1,65.7,61.0,7.08,7.02,4.63
15398,0.51,Ideal,D,VS2,61.7,55.0,5.14,5.11,3.16
15399,1.03,Premium,H,VS2,61.6,61.0,6.51,6.44,3.99
15400,0.3,Ideal,D,VS2,62.5,57.0,4.25,4.29,2.67
15401,0.31,Ideal,G,VVS2,61.7,54.0,4.34,4.38,2.69
15402,1.0,Premium,D,VS1,62.2,55.0,6.46,6.4,4.0
15403,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87
15404,1.05,Premium,G,SI1,60.3,57.0,6.64,6.59,3.99
15405,0.35,Premium,E,SI2,61.5,59.0,4.52,4.56,2.79
15406,0.33,Ideal,G,VS2,62.6,57.0,4.47,4.45,2.79
15407,2.0,Premium,H,SI1,59.8,60.0,8.04,8.01,4.8
15408,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95
15409,0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86
15410,0.35,Premium,H,VS1,61.3,59.0,4.54,4.57,2.79
15411,0.37,Very Good,D,VS2,60.0,57.0,4.7,4.76,2.84
15412,0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85
15413,0.4,Ideal,F,VVS2,60.1,57.0,4.78,4.83,2.89
15414,0.9,Ideal,G,SI1,62.4,55.0,6.19,6.15,3.85
15415,0.94,Very Good,D,SI1,60.7,60.0,6.27,6.32,3.82
15416,1.13,Premium,E,SI2,62.5,57.0,6.68,6.63,4.16
15417,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24
15418,0.41,Very Good,H,SI1,61.4,60.0,4.73,4.78,2.92
15419,0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22
15420,0.31,Very Good,I,SI1,63.0,57.0,4.32,4.34,2.73
15421,0.4,Very Good,D,VS1,64.2,57.0,4.67,4.7,3.01
15422,0.39,Ideal,G,VS2,60.7,54.0,4.74,4.77,2.89
15423,0.36,Ideal,D,VS2,60.6,57.0,4.61,4.57,2.78
15424,1.17,Ideal,H,SI2,61.4,56.0,6.83,6.76,4.17
15425,1.5,Ideal,G,SI1,62.0,56.0,7.33,7.29,4.53
15426,0.32,Premium,F,VS2,59.5,60.0,4.48,4.46,2.66
15427,0.31,Ideal,D,SI1,61.8,57.0,4.36,4.32,2.68
15428,0.4,Ideal,D,VS1,60.6,56.0,4.78,4.82,2.91
15429,0.7,Ideal,H,VS1,61.9,55.0,5.66,5.72,3.52
15430,0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81
15431,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29
15432,0.39,Ideal,H,VS1,61.9,57.0,4.71,4.76,2.93
15433,1.0,Fair,I,VS2,65.7,58.0,6.25,6.2,4.09
15434,0.34,Ideal,E,VVS1,61.4,56.0,4.51,4.54,2.78
15435,0.74,Very Good,G,SI2,62.8,59.0,5.71,5.76,3.6
15436,0.32,Good,F,VS2,63.3,57.0,4.34,4.38,2.76
15437,0.71,Good,H,SI1,63.1,57.0,5.61,5.65,3.55
15438,0.93,Premium,F,SI1,62.5,58.0,6.19,6.22,3.88
15439,0.4,Ideal,F,VVS1,61.8,58.0,4.72,4.76,2.93
15440,0.54,Premium,F,SI1,61.8,60.0,5.2,5.22,3.22
15441,0.42,Ideal,G,IF,62.6,53.0,4.79,4.82,3.01
15442,0.39,Premium,G,VS1,62.6,58.0,4.7,4.66,2.93
15443,0.91,Good,F,VS1,63.5,56.0,6.14,6.18,3.91
15444,0.33,Premium,E,VVS2,61.3,59.0,4.47,4.44,2.73
15445,0.4,Premium,E,SI2,61.4,59.0,4.7,4.75,2.9
15446,3.0,Very Good,H,I1,63.1,55.0,9.23,9.1,5.77
15447,0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72
15448,0.76,Very Good,E,IF,61.9,56.0,5.83,5.85,3.62
15449,1.55,Ideal,H,VS1,60.6,57.0,7.51,7.47,4.54
15450,0.52,Very Good,F,SI1,60.3,61.0,5.21,5.27,3.16
15451,0.52,Premium,G,VS1,62.6,59.0,5.11,5.08,3.19
15452,0.7,Ideal,H,VVS2,62.5,56.0,5.7,5.63,3.54
15453,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27
15454,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25
15455,0.41,Very Good,D,VVS2,61.2,55.0,4.79,4.82,2.95
15456,0.32,Ideal,H,VS1,61.5,57.0,4.4,4.42,2.71
15457,1.02,Fair,G,SI1,64.5,56.0,6.3,6.23,4.04
15458,0.31,Good,D,SI1,63.5,58.0,4.27,4.3,2.72
15459,0.31,Ideal,G,VS2,61.4,56.0,4.34,4.37,2.67
15460,0.7,Premium,E,SI2,62.1,59.0,5.65,5.63,3.5
15461,1.01,Ideal,G,SI2,61.5,57.0,6.42,6.46,3.96
15462,0.32,Premium,J,VS1,61.7,58.0,4.38,4.4,2.71
15463,0.38,Premium,I,VS2,62.5,58.0,4.61,4.58,2.87
15464,0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59
15465,0.9,Premium,I,VS2,58.7,60.0,6.35,6.28,3.7
15466,0.6,Ideal,G,VS1,61.3,57.0,5.4,5.47,3.33
15467,0.73,Ideal,G,SI1,60.6,57.0,5.84,5.87,3.55
15468,1.17,Premium,H,SI1,58.5,62.0,6.95,6.9,4.05
15469,1.34,Ideal,H,VS2,60.2,56.0,7.23,7.18,4.34
15470,0.27,Ideal,E,VS2,62.7,55.0,4.18,4.15,2.61
15471,2.02,Premium,E,SI2,59.8,58.0,8.2,8.16,4.89
15472,0.41,Good,F,SI1,63.1,59.0,4.7,4.75,2.98
15473,0.43,Very Good,G,VS2,61.0,56.0,4.87,4.89,2.98
15474,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88
15475,0.23,Ideal,E,VS1,61.9,55.0,3.94,3.98,2.45
15476,0.3,Very Good,G,VVS2,60.4,60.0,4.3,4.34,2.61
15477,1.7,Ideal,H,SI2,62.1,57.0,7.68,7.63,4.75
15478,0.5,Premium,E,SI2,62.4,59.0,5.09,5.0,3.15
15479,0.9,Ideal,I,VS1,61.3,55.0,6.21,6.25,3.82
15480,1.03,Premium,H,VS2,61.0,58.0,6.53,6.46,3.96
15481,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89
15482,0.5,Ideal,D,VVS2,61.8,54.1,5.1,5.14,3.16
15483,1.5,Very Good,D,SI1,62.7,59.0,7.21,7.24,4.53
15484,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73
15485,0.5,Good,F,VS2,63.2,58.0,5.0,5.03,3.17
15486,2.11,Very Good,I,VS2,60.3,60.5,8.22,8.29,4.98
15487,1.17,Good,I,SI1,63.6,61.0,6.66,6.64,4.23
15488,1.52,Premium,H,VVS2,63.0,60.0,7.3,7.25,4.58
15489,0.37,Ideal,G,VS2,60.5,56.0,4.65,4.68,2.82
15490,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12
15491,0.51,Premium,G,VS1,62.3,58.0,5.08,5.13,3.18
15492,0.3,Ideal,F,IF,59.4,60.0,4.37,4.39,2.6
15493,0.37,Very Good,E,VS2,60.6,58.0,4.62,4.65,2.81
15494,1.0,Very Good,E,VS2,63.8,59.0,6.25,6.32,4.01
15495,0.51,Premium,D,VS2,59.7,58.0,5.18,5.24,3.11
15496,0.3,Ideal,E,VVS1,61.5,57.0,4.35,4.33,2.67
15497,1.04,Ideal,F,SI2,61.8,56.0,6.53,6.49,4.02
15498,1.03,Ideal,F,VS1,62.1,55.0,6.47,6.5,4.03
15499,0.4,Very Good,G,SI2,62.9,57.0,4.68,4.7,2.95
15500,0.31,Ideal,E,VS1,61.7,56.0,4.37,4.41,2.71
15501,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2
15502,1.09,Very Good,G,IF,62.9,57.0,6.52,6.58,4.12
15503,1.05,Ideal,H,SI1,62.4,57.0,6.49,6.52,4.06
15504,0.41,Good,G,VVS1,61.0,61.0,4.77,4.8,2.92
15505,0.96,Good,I,I1,58.6,64.0,6.34,6.26,3.69
15506,0.51,Premium,D,SI1,62.2,58.0,5.13,5.06,3.17
15507,1.01,Good,F,SI2,63.6,59.0,6.38,6.34,4.04
15508,1.04,Ideal,F,SI2,61.8,56.0,6.49,6.53,4.02
15509,1.0,Very Good,E,VS1,63.0,56.0,6.39,6.41,4.03
15510,1.25,Premium,H,VS1,59.3,57.0,7.11,7.05,4.2
15511,1.22,Premium,I,SI2,61.7,59.0,6.84,6.8,4.21
15512,1.24,Premium,F,VS1,58.0,58.0,7.16,7.02,4.11
15513,0.81,Ideal,G,IF,62.4,54.0,5.93,5.99,3.72
15514,0.29,Ideal,H,IF,60.7,57.0,4.3,4.33,2.62
15515,0.36,Ideal,F,SI1,62.0,56.0,4.54,4.59,2.83
15516,0.43,Very Good,E,SI2,61.8,60.0,4.83,4.85,2.99
15517,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89
15518,1.01,Premium,F,SI2,62.8,60.0,6.4,6.33,4.0
15519,0.6,Ideal,E,VVS1,62.0,53.7,5.4,5.44,3.36
15520,0.31,Ideal,G,VVS2,61.8,56.0,4.31,4.36,2.68
15521,1.47,Fair,H,I1,66.7,59.0,6.98,6.94,4.64
15522,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79
15523,1.59,Premium,J,VS2,62.6,59.0,7.45,7.43,4.66
15524,1.0,Very Good,I,SI1,59.3,63.0,6.52,6.47,3.85
15525,1.27,Ideal,F,VS2,61.0,54.0,7.0,7.02,4.28
15526,0.4,Premium,F,VS2,59.7,58.0,4.83,4.79,2.87
15527,1.23,Premium,E,VS2,58.9,59.0,7.05,6.98,4.13
15528,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15
15529,1.01,Ideal,G,VVS2,62.4,59.0,6.34,6.41,3.98
15530,0.51,Ideal,G,VS1,59.7,57.0,5.2,5.25,3.12
15531,1.16,Fair,H,SI2,68.2,55.0,6.47,6.37,4.38
15532,1.01,Ideal,J,SI1,62.9,56.0,6.4,6.35,4.01
15533,0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89
15534,0.56,Ideal,G,VS2,61.2,56.0,5.29,5.33,3.25
15535,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88
15536,1.01,Premium,E,IF,62.6,58.0,6.37,6.44,4.01
15537,0.27,Ideal,I,VS1,62.0,56.0,4.16,4.19,2.59
15538,0.58,Fair,E,SI1,64.4,57.0,5.26,5.24,3.38
15539,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18
15540,1.2,Very Good,D,SI1,62.4,58.0,6.75,6.78,4.23
15541,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61
15542,0.42,Ideal,I,IF,61.7,55.0,4.83,4.86,2.99
15543,0.42,Very Good,G,VVS2,58.5,63.0,4.9,4.88,2.86
15544,1.21,Ideal,F,SI1,61.2,59.0,6.8,6.85,4.18
15545,0.34,Very Good,I,VS2,62.1,57.0,4.44,4.48,2.77
15546,1.44,Ideal,G,VS1,62.6,57.0,7.21,7.19,4.51
15547,0.55,Ideal,D,VS1,61.8,55.0,5.29,5.32,3.28
15548,1.7,Ideal,H,VS2,62.8,55.0,7.61,7.54,4.76
15549,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76
15550,0.5,Premium,F,VS2,62.1,58.0,5.1,5.01,3.14
15551,1.22,Premium,H,SI2,61.6,59.0,6.82,6.75,4.18
15552,1.01,Premium,H,SI2,62.7,59.0,6.31,6.22,3.93
15553,0.23,Very Good,E,VVS2,59.4,61.0,4.01,4.04,2.39
15554,1.01,Very Good,G,SI1,62.6,59.0,6.38,6.3,3.97
15555,0.52,Very Good,G,SI2,63.1,56.0,5.12,5.08,3.22
15556,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31
15557,1.33,Premium,F,SI2,59.9,58.0,7.13,7.17,4.28
15558,0.85,Very Good,I,VS2,60.0,57.0,6.1,6.16,3.68
15559,0.65,Ideal,F,VS1,62.2,57.0,5.6,5.53,3.46
15560,1.5,Ideal,I,VS1,62.8,57.0,7.24,7.28,4.56
15561,0.39,Premium,E,VVS2,61.1,59.0,4.74,4.68,2.88
15562,0.72,Premium,J,VS2,61.7,58.0,5.67,5.77,3.53
15563,1.01,Fair,G,SI2,58.7,67.0,6.52,6.56,3.84
15564,0.41,Ideal,E,VS1,62.1,55.0,4.8,4.77,2.97
15565,0.4,Ideal,G,IF,63.1,54.0,4.69,4.73,2.97
15566,1.05,Very Good,E,SI2,60.5,58.0,6.55,6.6,3.98
15567,0.31,Premium,I,VS2,59.9,60.0,4.44,4.41,2.65
15568,1.01,Premium,H,VS2,61.2,59.0,6.45,6.47,3.95
15569,0.4,Ideal,D,VVS2,61.9,56.0,4.74,4.76,2.94
15570,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4
15571,0.54,Ideal,D,VS2,61.3,56.0,5.26,5.22,3.21
15572,1.05,Very Good,I,VS2,63.2,59.0,6.47,6.44,4.08
15573,0.55,Ideal,E,VVS2,61.1,57.0,5.3,5.33,3.24
15574,1.01,Fair,G,VS2,66.6,55.0,6.27,6.22,4.16
15575,2.01,Good,G,SI1,63.1,59.0,7.98,8.03,5.05
15576,0.55,Ideal,F,VS2,61.1,56.0,5.31,5.27,3.23
15577,1.22,Premium,I,VS1,60.6,61.0,6.94,6.88,4.19
15578,0.62,Ideal,D,VS1,61.0,57.0,5.51,5.54,3.37
15579,1.5,Good,E,VS2,57.8,63.0,7.58,7.53,4.37
15580,1.02,Premium,F,SI2,62.5,58.0,6.4,6.47,4.02
15581,0.38,Ideal,F,VVS1,61.9,54.0,4.7,4.67,2.9
15582,0.33,Ideal,G,IF,61.7,58.0,4.42,4.46,2.74
15583,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73
15584,0.38,Ideal,E,VS2,60.1,56.0,4.72,4.69,2.83
15585,1.01,Very Good,E,VS2,62.7,60.0,6.31,6.38,3.98
15586,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.45,2.75
15587,0.41,Premium,F,SI1,61.0,60.0,4.77,4.81,2.92
15588,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4
15589,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79
15590,0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74
15591,1.01,Good,D,SI1,58.3,59.0,6.59,6.61,3.85
15592,1.11,Ideal,E,VS2,62.2,56.0,6.66,6.59,4.12
15593,0.33,Premium,H,SI1,63.0,58.0,4.42,4.4,2.78
15594,0.62,Ideal,H,VS1,63.0,56.0,5.43,5.36,3.4
15595,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55
15596,1.25,Ideal,H,VS2,60.0,56.0,7.04,6.99,4.21
15597,0.42,Premium,E,SI1,61.5,61.0,4.87,4.82,2.98
15598,0.53,Good,G,VS1,63.4,56.0,5.1,5.15,3.25
15599,0.3,Premium,D,SI2,62.2,59.0,4.3,4.25,2.66
15600,1.01,Premium,G,VS2,59.0,61.0,6.62,6.56,3.89
15601,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35
15602,1.04,Premium,J,SI1,60.2,56.0,6.61,6.54,3.96
15603,0.71,Ideal,G,VS2,61.7,57.0,5.75,5.72,3.54
15604,0.84,Ideal,J,VS1,62.0,55.0,6.07,6.06,3.76
15605,0.31,Ideal,E,VS2,62.0,55.0,4.34,4.37,2.7
15606,0.35,Ideal,I,SI1,62.2,54.0,4.52,4.55,2.82
15607,1.5,Good,G,VS2,59.0,58.0,7.41,7.45,4.38
15608,2.01,Good,E,SI1,63.8,55.0,8.0,7.96,5.09
15609,0.74,Premium,D,SI1,62.4,59.0,5.73,5.8,3.6
15610,0.91,Good,G,SI1,63.1,63.0,6.11,6.16,3.87
15611,0.3,Ideal,E,VS1,61.5,56.0,4.37,4.31,2.67
15612,0.53,Very Good,G,VVS1,58.9,60.0,5.23,5.3,3.1
15613,2.01,Fair,I,SI2,66.9,58.0,7.93,7.69,5.21
15614,1.5,Premium,F,VS2,61.5,58.0,7.36,7.34,4.52
15615,0.2,Premium,E,VS2,59.8,62.0,3.79,3.77,2.26
15616,1.03,Good,I,I1,57.9,59.0,6.67,6.62,3.85
15617,0.5,Ideal,G,VS2,62.5,57.0,5.04,5.07,3.16
15618,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93
15619,0.92,Premium,G,SI2,59.4,62.0,6.36,6.34,3.77
15620,0.36,Ideal,E,VVS2,61.8,54.0,4.6,4.62,2.85
15621,1.01,Ideal,G,SI2,62.8,56.0,6.4,6.44,4.03
15622,0.27,Very Good,G,VVS1,62.9,55.0,4.12,4.15,2.6
15623,1.51,Premium,E,SI1,61.5,61.0,7.41,7.31,4.53
15624,1.4,Very Good,J,SI1,63.5,58.0,7.05,7.09,4.49
15625,1.52,Fair,G,VS2,55.2,66.0,7.72,7.67,4.26
15626,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49
15627,0.35,Very Good,D,SI1,63.3,56.0,4.53,4.5,2.86
15628,0.39,Very Good,G,VVS1,62.3,59.0,4.63,4.68,2.9
15629,0.52,Very Good,G,VS1,62.3,58.0,5.14,5.17,3.21
15630,1.54,Ideal,D,SI1,63.0,54.0,7.33,7.28,4.6
15631,0.9,Ideal,E,SI2,61.9,54.0,6.23,6.18,3.84
15632,1.01,Very Good,G,VVS1,63.1,59.0,6.42,6.33,4.02
15633,0.32,Very Good,D,VVS2,61.9,54.0,4.43,4.46,2.75
15634,1.38,Ideal,F,VS2,61.9,55.0,7.16,7.12,4.42
15635,1.05,Ideal,J,SI2,61.6,57.0,6.55,6.51,4.02
15636,0.34,Ideal,H,VS2,62.2,56.0,4.48,4.53,2.8
15637,0.31,Ideal,D,VS2,62.3,55.0,4.37,4.33,2.71
15638,0.52,Good,H,VS2,63.6,57.0,5.1,5.05,3.23
15639,0.3,Ideal,F,VS2,60.9,56.0,4.35,4.32,2.64
15640,0.9,Good,D,SI1,62.0,62.0,6.06,6.1,3.77
15641,1.05,Ideal,G,SI1,61.9,56.0,6.51,6.55,4.04
15642,0.95,Premium,E,SI1,62.8,59.0,6.25,6.21,3.91
15643,1.01,Good,F,VS2,57.3,62.0,6.63,6.59,3.79
15644,0.36,Premium,E,SI1,61.3,56.0,4.62,4.58,2.82
15645,2.22,Very Good,I,SI2,62.9,59.0,8.2,8.24,5.17
15646,1.34,Ideal,J,SI2,62.0,56.0,7.09,7.03,4.38
15647,1.04,Ideal,I,VS1,63.0,56.0,6.44,6.41,4.05
15648,1.25,Ideal,D,SI2,61.9,54.4,6.9,6.93,4.28
15649,0.71,Ideal,E,VS1,62.7,57.0,5.66,5.69,3.56
15650,0.52,Ideal,H,VS2,61.6,55.0,5.19,5.24,3.21
15651,2.17,Premium,D,SI2,62.2,59.0,8.28,8.34,5.17
15652,0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75
15653,0.7,Very Good,G,SI1,60.7,58.0,5.7,5.73,3.47
15654,1.44,Premium,I,VS1,62.6,59.0,7.08,7.14,4.45
15655,0.42,Good,H,SI1,63.6,57.0,4.79,4.74,3.03
15656,0.71,Very Good,H,SI1,63.1,57.0,5.65,5.61,3.55
15657,1.24,Ideal,G,SI1,61.0,56.4,6.93,6.99,4.25
15658,0.71,Ideal,F,VS1,61.5,57.0,5.7,5.74,3.52
15659,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94
15660,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15
15661,0.7,Very Good,G,VS1,61.6,57.0,5.69,5.73,3.52
15662,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03
15663,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37
15664,1.09,Ideal,H,SI1,62.4,55.0,6.59,6.68,4.14
15665,0.32,Premium,J,SI1,62.2,59.0,4.37,4.41,2.73
15666,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02
15667,1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04
15668,0.74,Premium,E,VS2,62.4,59.0,5.77,5.73,3.59
15669,0.31,Ideal,I,VS1,61.9,54.0,4.38,4.34,2.7
15670,0.91,Premium,E,VVS2,61.1,61.0,6.24,6.2,3.8
15671,0.79,Very Good,H,SI1,63.2,59.0,5.87,5.84,3.7
15672,1.04,Premium,F,SI1,62.5,60.0,6.43,6.46,4.03
15673,0.33,Premium,G,VS1,61.4,59.0,4.43,4.49,2.74
15674,0.9,Very Good,I,VS1,63.3,58.0,6.07,6.1,3.85
15675,0.38,Good,F,VS2,62.4,54.3,4.6,4.65,2.89
15676,0.41,Fair,G,VVS2,64.7,56.0,4.68,4.72,3.04
15677,0.31,Ideal,D,SI1,61.8,56.0,4.37,4.34,2.69
15678,0.5,Premium,E,SI2,59.7,59.0,5.18,5.11,3.07
15679,1.28,Premium,H,SI1,62.7,58.0,6.88,6.94,4.33
15680,0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69
15681,1.2,Very Good,G,SI2,62.0,60.0,6.78,6.76,4.2
15682,1.08,Premium,H,VS1,59.6,59.0,6.72,6.66,3.99
15683,1.09,Ideal,G,VVS2,62.5,56.0,6.54,6.58,4.1
15684,0.42,Good,G,SI1,63.2,57.0,4.77,4.79,3.02
15685,2.01,Premium,H,SI1,61.7,60.0,8.06,7.96,4.94
15686,0.7,Ideal,H,SI2,60.6,54.0,5.73,5.65,3.45
15687,0.32,Premium,F,VVS1,60.7,58.0,4.43,4.4,2.68
15688,0.3,Ideal,G,VS2,61.3,56.0,4.28,4.3,2.63
15689,1.51,Very Good,H,SI1,63.3,57.0,7.23,7.34,4.61
15690,0.3,Good,H,SI1,63.7,57.0,4.26,4.28,2.72
15691,0.4,Premium,D,SI2,62.4,58.0,4.73,4.69,2.94
15692,0.9,Premium,F,SI1,61.6,60.0,6.19,6.14,3.8
15693,0.4,Premium,D,SI2,62.2,58.0,4.75,4.71,2.94
15694,0.41,Ideal,G,IF,62.3,55.0,4.78,4.75,2.97
15695,0.39,Very Good,E,SI1,59.1,59.0,4.76,4.81,2.83
15696,0.9,Premium,F,SI2,60.7,59.0,6.25,6.21,3.78
15697,0.9,Very Good,G,VS2,63.2,58.0,6.11,6.17,3.88
15698,0.41,Premium,F,VVS2,60.6,58.0,4.79,4.84,2.92
15699,2.09,Premium,I,SI1,60.8,59.0,8.28,8.24,5.02
15700,0.43,Premium,F,SI1,62.9,60.0,4.8,4.77,3.01
15701,0.7,Premium,D,VS1,60.6,58.0,5.73,5.75,3.48
15702,1.22,Ideal,E,SI1,61.7,56.0,6.88,6.92,4.26
15703,1.6,Very Good,J,SI1,62.7,58.0,7.37,7.41,4.63
15704,0.72,Very Good,G,SI2,63.3,58.0,5.72,5.68,3.61
15705,1.52,Premium,D,SI2,59.8,60.0,7.42,7.5,4.46
15706,0.73,Ideal,I,SI1,62.0,57.0,5.74,5.77,3.56
15707,0.71,Ideal,E,SI1,61.3,55.0,5.72,5.77,3.52
15708,1.12,Premium,D,SI2,60.5,59.0,6.72,6.76,4.08
15709,0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57
15710,0.32,Very Good,G,VVS2,64.0,55.0,4.31,4.35,2.77
15711,0.43,Ideal,E,VVS1,61.0,57.0,4.85,4.88,2.97
15712,0.93,Very Good,I,VS2,63.5,57.0,6.13,6.21,3.92
15713,0.25,Ideal,E,VVS1,61.5,55.0,4.09,4.12,2.52
15714,1.0,Very Good,D,SI1,62.3,59.0,6.26,6.29,3.91
15715,0.72,Ideal,F,VVS1,61.7,56.0,5.73,5.77,3.55
15716,0.43,Ideal,G,SI1,61.1,57.0,4.88,4.9,2.99
15717,1.01,Premium,G,SI2,60.1,61.0,6.6,6.55,3.95
15718,0.92,Premium,D,SI2,59.4,59.0,6.39,6.28,3.76
15719,0.62,Ideal,F,SI2,61.8,55.0,5.5,5.51,3.4
15720,0.3,Ideal,F,VVS1,62.5,55.0,4.26,4.29,2.67
15721,0.39,Ideal,I,VS1,62.5,54.0,4.7,4.67,2.92
15722,0.33,Premium,G,VS2,60.6,61.0,4.49,4.46,2.71
15723,1.51,Premium,J,VS2,60.2,59.0,7.36,7.35,4.43
15724,0.71,Premium,E,SI1,59.1,60.0,5.87,5.84,3.46
15725,0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66
15726,1.05,Fair,H,SI2,64.8,55.0,6.39,6.32,4.12
15727,0.4,Ideal,E,VVS2,61.8,56.0,4.74,4.77,2.94
15728,0.31,Ideal,I,SI1,62.0,53.0,4.37,4.4,2.72
15729,0.54,Premium,D,SI1,62.6,57.0,5.21,5.12,3.23
15730,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2
15731,0.34,Ideal,E,VVS1,62.2,56.0,4.49,4.45,2.78
15732,1.01,Premium,H,SI1,62.7,59.0,6.33,6.27,3.95
15733,0.36,Very Good,G,VS1,60.7,57.1,4.57,4.65,2.79
15734,0.36,Ideal,F,SI1,62.7,57.0,4.53,4.56,2.85
15735,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26
15736,0.73,Ideal,E,SI1,59.1,59.0,5.92,5.95,3.51
15737,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15
15738,0.33,Ideal,F,VVS1,61.8,53.0,4.48,4.51,2.78
15739,0.44,Premium,E,SI2,59.7,61.0,4.97,4.91,2.95
