index,carat,cut,color,clarity,depth,table,x,y,z,price
34782,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,12736
34783,0.7,Very Good,D,SI1,61.0,59.0,5.67,5.7,3.47,2409
34784,0.5,Ideal,D,SI1,62.0,54.0,5.09,5.13,3.17,1404
34785,1.01,Ideal,D,SI2,62.6,56.0,6.4,6.34,3.99,4872
34786,0.48,Fair,F,SI1,56.4,59.0,5.28,5.26,2.97,994
34787,1.06,Ideal,G,SI2,61.0,57.0,6.61,6.56,4.02,4662
34788,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
34789,2.03,Ideal,I,SI2,60.0,57.0,8.32,8.2,4.96,13182
34790,0.3,Ideal,F,SI1,62.7,54.0,4.29,4.32,2.7,470
34791,1.51,Fair,H,SI2,65.4,60.0,7.06,6.96,4.6,6291
34792,0.4,Ideal,D,VS1,62.2,57.0,4.71,4.74,2.94,1043
34793,2.0,Fair,I,SI2,65.2,59.0,7.74,7.69,5.03,10483
34794,0.36,Ideal,D,VS2,61.6,56.0,4.57,4.55,2.81,1094
34795,0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,912
34796,2.02,Very Good,I,VS2,63.1,55.0,8.0,8.09,5.08,17581
34797,2.0,Premium,H,SI1,61.7,58.0,7.82,7.77,4.81,11200
34798,1.52,Very Good,I,VS2,62.3,58.0,7.32,7.28,4.55,10051
34799,1.2,Ideal,I,SI1,62.1,55.0,6.83,6.79,4.23,5174
34800,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,600
34801,2.03,Very Good,D,SI2,63.1,59.0,8.12,7.99,5.08,12765
34802,1.1,Very Good,F,I1,59.8,61.0,6.65,6.7,3.99,3678
34803,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,790
34804,0.71,Good,I,VS1,63.6,56.0,5.7,5.65,3.61,2327
34805,1.03,Premium,H,VS2,62.6,56.0,6.43,6.38,4.01,5364
34806,0.7,Good,E,VS1,58.4,60.0,5.84,5.87,3.42,3419
34807,0.57,Ideal,D,VVS1,61.6,56.0,5.33,5.35,3.29,3126
34808,0.37,Premium,E,VS2,61.0,59.0,4.63,4.59,2.81,1041
34809,0.35,Ideal,D,VS2,62.0,55.0,4.47,4.53,2.79,829
34810,0.38,Ideal,G,VVS2,60.0,56.0,4.72,4.76,2.84,879
34811,0.4,Premium,D,SI2,61.7,58.0,4.74,4.69,2.91,855
34812,1.76,Very Good,G,VVS2,61.1,59.0,7.81,7.9,4.8,17888
34813,0.3,Ideal,G,VVS1,61.5,57.0,4.28,4.31,2.64,764
34814,1.01,Very Good,E,VS2,61.6,58.0,6.43,6.49,3.98,6754
34815,1.57,Premium,I,VS2,62.2,59.0,7.44,7.42,4.62,9478
34816,0.25,Ideal,E,VVS2,61.1,56.0,4.08,4.11,2.5,633
34817,1.15,Ideal,H,VS2,62.8,54.0,6.7,6.75,4.22,6772
34818,0.51,Premium,D,VS2,60.1,59.0,5.19,5.16,3.11,1977
34819,0.33,Ideal,J,VVS1,62.1,54.0,4.45,4.47,2.77,509
34820,0.31,Ideal,F,IF,62.2,56.0,4.34,4.31,2.69,1046
34821,1.03,Ideal,G,VS1,61.4,55.0,6.5,6.53,4.0,7481
34822,0.5,Ideal,E,VS2,62.2,56.0,5.12,5.11,3.18,1629
34823,1.59,Very Good,E,SI2,61.1,57.0,7.48,7.54,4.59,8994
34824,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,2922
34825,1.21,Ideal,I,SI1,62.4,57.0,6.84,6.78,4.25,5624
34826,0.29,Very Good,G,VS2,62.0,55.0,4.24,4.27,2.63,471
34827,0.44,Ideal,E,VVS2,61.9,56.0,4.88,4.91,3.03,1274
34828,1.01,Premium,G,SI1,61.2,61.0,6.47,6.41,3.94,4672
34829,0.31,Ideal,G,VVS1,60.9,55.0,4.4,4.43,2.69,789
34830,1.12,Premium,G,SI1,60.1,58.0,6.78,6.83,4.09,5233
34831,2.2,Premium,G,SI1,60.5,55.0,8.49,8.42,5.11,18193
34832,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2691
34833,0.6,Very Good,F,VVS1,61.2,58.0,5.42,5.46,3.33,3333
34834,0.3,Very Good,H,VVS1,62.5,59.0,4.26,4.29,2.67,684
34835,1.08,Premium,G,SI2,59.8,57.0,6.72,6.66,4.0,4318
34836,1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
34837,0.7,Very Good,G,VVS1,62.8,56.0,5.63,5.67,3.55,3276
34838,1.02,Ideal,D,SI2,61.4,56.0,6.42,6.57,3.99,4946
34839,0.42,Premium,G,VVS1,60.2,59.0,4.82,4.84,2.91,1179
34840,0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,2376
34841,0.34,Ideal,E,VS1,59.1,57.0,4.55,4.58,2.7,698
34842,0.35,Ideal,F,VS2,62.4,57.0,4.51,4.5,2.81,906
34843,0.8,Ideal,G,VVS2,62.6,54.0,5.9,5.97,3.71,4146
34844,0.4,Very Good,F,VVS1,61.9,57.0,4.69,4.71,2.91,1263
34845,2.12,Premium,H,SI2,61.5,59.0,8.26,8.21,5.06,13307
34846,0.39,Ideal,F,VVS1,60.9,55.0,4.75,4.8,2.91,1089
34847,0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89,641
34848,0.41,Premium,G,SI1,60.3,60.0,4.8,4.76,2.88,923
34849,0.35,Ideal,D,SI1,62.3,57.0,4.5,4.52,2.81,644
34850,1.12,Premium,E,SI1,58.8,61.0,6.8,6.74,3.98,5547
34851,0.41,Ideal,F,VS1,62.0,55.0,4.81,4.77,2.97,1076
34852,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,719
34853,1.11,Ideal,H,SI2,61.3,60.0,6.68,6.66,4.09,4520
34854,1.18,Ideal,G,VS1,61.3,56.0,6.81,6.83,4.17,8414
34855,0.52,Premium,F,VS2,62.2,58.0,5.12,5.17,3.2,1600
34856,1.11,Premium,H,SI2,61.6,60.0,6.67,6.6,4.09,4662
34857,1.0,Ideal,E,VS2,62.0,56.0,6.46,6.41,3.99,6871
34858,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,17742
34859,0.41,Premium,H,SI1,60.9,60.0,4.83,4.79,2.93,876
34860,0.51,Good,G,VS2,63.9,56.0,5.1,5.07,3.25,1443
34861,1.1,Premium,H,SI2,60.9,57.0,6.67,6.62,4.05,4558
34862,0.32,Premium,G,IF,59.4,60.0,4.45,4.47,2.65,891
34863,0.41,Very Good,E,SI1,60.5,63.0,4.77,4.81,2.9,705
34864,0.58,Very Good,F,SI1,59.4,58.0,5.45,5.5,3.25,1442
34865,0.71,Ideal,G,VS2,62.4,54.0,5.72,5.76,3.58,2762
34866,0.25,Very Good,E,VVS1,59.7,58.0,4.13,4.14,2.47,575
34867,0.6,Ideal,H,VVS2,62.2,55.0,5.38,5.43,3.36,1931
34868,1.01,Ideal,H,SI2,60.7,59.0,6.47,6.45,3.92,4078
34869,0.53,Premium,G,VVS2,60.8,58.0,5.25,5.18,3.17,1914
34870,0.9,Very Good,I,SI1,61.7,58.0,6.17,6.21,3.82,3274
34871,0.51,Ideal,F,VS2,61.6,57.0,5.14,5.15,3.17,1661
34872,0.49,Premium,G,SI2,59.4,60.0,5.17,5.14,3.06,1084
34873,0.81,Ideal,F,SI1,61.2,57.0,6.0,6.05,3.69,3146
34874,0.32,Premium,I,SI1,61.0,59.0,4.39,4.36,2.67,554
34875,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54,599
34876,1.05,Ideal,G,VS2,61.9,56.0,6.56,6.52,4.05,6604
34877,0.73,Good,E,VS1,59.0,61.0,5.88,5.92,3.48,3466
34878,0.42,Premium,H,VVS1,60.9,62.0,4.86,4.8,2.94,1096
34879,0.31,Ideal,G,IF,61.8,55.0,4.35,4.39,2.7,891
34880,1.11,Very Good,H,SI1,62.0,56.0,6.61,6.65,4.11,5010
34881,1.03,Premium,G,VS1,60.7,58.0,6.55,6.5,3.96,6749
34882,1.01,Good,D,SI2,61.5,56.0,6.36,6.42,3.93,4260
34883,0.39,Very Good,F,VS2,58.8,59.0,4.8,4.83,2.83,821
34884,0.35,Ideal,G,VS1,62.6,54.0,4.52,4.56,2.84,706
34885,1.14,Ideal,G,SI1,62.2,56.0,6.66,6.69,4.15,5548
34886,1.22,Ideal,G,VS1,60.7,57.0,6.94,6.93,4.21,9166
34887,0.54,Premium,I,VS1,61.5,58.0,5.28,5.26,3.24,1389
34888,1.0,Very Good,F,VVS2,63.0,59.0,6.33,6.36,4.0,8950
34889,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,15412
34890,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2473
34891,0.56,Ideal,E,SI1,61.7,56.0,5.3,5.33,3.28,1580
34892,1.02,Very Good,E,SI2,63.6,59.0,6.23,6.28,3.98,3947
34893,1.01,Very Good,J,SI2,62.2,58.0,6.37,6.4,3.97,3905
34894,0.31,Very Good,F,VS2,61.4,58.4,4.37,4.4,2.69,667
34895,0.58,Premium,E,VS2,61.5,58.0,5.41,5.38,3.32,2535
34896,1.2,Premium,G,VVS2,62.8,59.0,6.72,6.65,4.2,10053
34897,0.44,Premium,F,VS2,62.2,58.0,4.83,4.88,3.02,926
34898,2.02,Very Good,G,SI2,63.2,54.0,7.96,7.82,4.99,13554
34899,2.13,Premium,I,SI2,59.8,58.0,8.43,8.37,5.02,12980
34900,0.76,Very Good,F,SI2,58.5,62.0,5.93,6.01,3.49,2815
34901,0.91,Premium,E,SI1,62.5,61.0,6.19,6.1,3.84,4434
34902,0.93,Good,F,SI2,59.4,61.0,6.24,6.25,3.71,3418
34903,0.31,Ideal,G,VVS1,61.3,60.0,4.33,4.38,2.67,710
34904,1.01,Premium,F,SI2,61.6,58.0,6.4,6.39,3.94,4497
34905,0.32,Ideal,G,VS2,61.8,55.0,4.4,4.43,2.73,564
34906,2.05,Ideal,E,SI1,62.4,57.0,8.17,8.09,5.08,18193
34907,0.6,Ideal,D,VS2,62.8,57.0,5.37,5.39,3.38,2061
34908,0.62,Very Good,F,SI2,63.1,52.0,5.39,5.53,3.45,1348
34909,1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,7915
34910,0.3,Good,G,SI1,63.2,55.0,4.26,4.29,2.7,417
34911,0.42,Ideal,H,VS1,61.8,55.0,4.82,4.85,2.99,830
34912,0.71,Premium,F,VS2,62.8,57.0,5.69,5.64,3.56,2801
34913,1.0,Ideal,F,VS1,61.9,57.0,6.41,6.39,3.96,7526
34914,0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,2.7,400
34915,1.0,Premium,G,VS2,59.3,60.0,6.55,6.51,3.87,6048
34916,1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,6271
34917,0.43,Ideal,E,VS1,61.2,56.0,4.89,4.94,3.01,981
34918,0.64,Premium,D,SI1,62.3,58.0,5.53,5.49,3.43,2074
34919,0.7,Good,I,VS2,63.6,58.0,5.59,5.57,3.55,2117
34920,0.3,Ideal,H,VVS1,62.2,56.0,4.28,4.3,2.67,665
34921,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5653
34922,1.01,Ideal,G,VS1,61.2,57.0,6.42,6.47,3.95,7290
34923,0.42,Premium,G,VS1,60.8,59.0,4.85,4.79,2.93,984
34924,1.26,Ideal,J,VVS1,61.4,60.0,6.92,6.95,4.26,6186
34925,0.32,Good,F,VS2,63.4,57.0,4.32,4.36,2.75,645
34926,1.11,Very Good,H,SI1,63.2,58.0,6.53,6.61,4.15,5192
34927,0.65,Very Good,I,IF,61.0,55.0,5.65,5.73,3.47,2332
34928,0.35,Ideal,F,VS2,62.1,54.0,4.55,4.58,2.83,747
34929,1.3,Premium,H,VS2,62.7,58.0,7.01,6.97,4.38,5824
34930,0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84,608
34931,0.3,Good,D,VS2,64.1,57.0,4.25,4.21,2.71,608
34932,0.73,Ideal,G,SI1,62.1,54.0,5.78,5.81,3.6,2583
34933,1.0,Very Good,F,VS2,62.2,55.0,6.39,6.44,3.99,6340
34934,1.51,Premium,J,SI2,61.9,56.0,7.44,7.29,4.56,6712
34935,0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,635
34936,1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91,4197
34937,0.3,Ideal,G,IF,62.8,57.0,4.3,4.27,2.69,956
34938,0.5,Ideal,E,VS2,62.0,56.0,5.1,5.06,3.15,1676
34939,1.33,Ideal,J,SI1,62.5,56.0,7.05,6.99,4.39,5996
34940,0.42,Ideal,D,VVS2,61.7,55.0,4.79,4.83,2.97,1185
34941,0.5,Ideal,D,SI2,62.8,56.0,5.06,5.03,3.17,1243
34942,0.51,Premium,E,SI1,62.5,57.0,5.09,5.06,3.17,1546
34943,0.25,Very Good,E,VS2,63.3,56.0,4.01,4.05,2.55,436
34944,0.71,Very Good,G,SI1,62.3,57.0,5.7,5.76,3.57,2104
34945,0.55,Ideal,E,SI1,60.6,56.0,5.33,5.3,3.22,1668
34946,1.7,Ideal,G,VS1,62.9,57.0,7.59,7.52,4.75,13605
34947,0.43,Ideal,D,SI2,61.0,57.0,4.86,4.81,2.95,919
34948,0.7,Very Good,I,SI1,62.2,55.0,5.62,5.67,3.51,2147
34949,0.3,Premium,G,VS1,62.2,59.0,4.28,4.24,2.65,776
34950,0.52,Ideal,H,VVS1,60.4,57.0,5.2,5.23,3.15,1778
34951,0.69,Fair,I,VS1,57.9,63.0,5.73,5.77,3.33,1692
34952,1.5,Good,G,SI2,57.9,61.0,7.52,7.48,4.35,6006
34953,0.74,Very Good,H,SI2,62.1,58.0,5.82,5.78,3.6,2222
34954,1.08,Very Good,F,SI2,63.1,59.0,6.51,6.46,4.09,3590
34955,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770
34956,0.59,Ideal,E,VVS1,60.7,57.0,5.41,5.45,3.29,3422
34957,1.57,Premium,H,VS2,62.2,58.0,7.45,7.4,4.62,11415
34958,1.06,Ideal,G,SI2,62.2,55.0,6.53,6.56,4.07,4459
34959,1.01,Premium,G,VVS2,63.0,59.0,6.38,6.25,3.98,7366
34960,1.07,Ideal,D,SI1,61.8,55.0,6.59,6.54,4.06,5872
34961,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,702
34962,0.43,Good,D,SI2,63.4,57.0,4.78,4.81,3.04,669
34963,1.01,Premium,D,SI1,62.3,60.0,6.4,6.35,3.97,5939
34964,0.43,Premium,D,VS2,59.7,59.0,4.89,4.93,2.93,901
34965,0.3,Ideal,E,VS2,62.3,56.0,4.34,4.3,2.69,844
34966,0.31,Ideal,G,VVS1,61.6,56.0,4.39,4.35,2.69,1046
34967,0.9,Premium,D,SI1,62.2,60.0,6.14,6.08,3.8,4612
34968,0.28,Ideal,H,VVS2,61.2,55.0,4.18,4.22,2.57,514
34969,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5595
34970,1.22,Ideal,F,SI2,62.0,57.0,6.88,6.83,4.25,4852
34971,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,2711
34972,0.31,Ideal,G,IF,61.3,56.0,4.38,4.4,2.69,891
34973,0.7,Ideal,I,VVS2,61.1,56.0,5.73,5.76,3.52,2530
34974,1.02,Ideal,E,VS2,62.7,56.0,6.38,6.44,4.02,6732
34975,0.3,Ideal,E,VVS2,62.3,54.0,4.31,4.36,2.7,742
34976,0.37,Very Good,H,VVS1,61.9,55.0,4.6,4.66,2.86,774
34977,0.9,Ideal,H,VS1,62.1,56.0,6.15,6.2,3.83,5013
34978,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2485
34979,0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828
34980,0.31,Premium,E,VVS1,61.8,59.0,4.33,4.31,2.67,1012
34981,0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,505
34982,0.59,Ideal,G,VS2,61.9,56.0,5.39,5.44,3.35,1844
34983,2.1,Ideal,I,SI2,61.9,56.0,8.22,8.2,5.08,15653
34984,0.35,Ideal,D,VS2,61.5,56.0,4.53,4.55,2.79,829
34985,0.37,Ideal,G,SI1,61.1,56.0,4.64,4.66,2.84,531
34986,0.6,Ideal,I,SI1,60.7,58.0,5.43,5.45,3.3,1295
34987,1.24,Ideal,I,SI1,61.3,56.0,6.9,6.93,4.24,5714
34988,1.27,Ideal,G,SI2,58.8,56.0,7.16,7.06,4.18,4936
34989,0.4,Premium,D,VVS2,60.7,60.0,4.78,4.74,2.89,1323
34990,0.78,Ideal,F,SI1,62.4,54.0,5.95,5.9,3.7,2700
34991,0.31,Very Good,E,SI1,63.4,55.0,4.29,4.26,2.71,651
34992,2.01,Premium,J,SI2,60.8,57.2,8.13,8.15,4.95,13133
34993,2.01,Good,E,SI2,60.0,64.0,8.17,8.09,4.88,16733
34994,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3740
34995,0.3,Premium,I,VS1,63.0,53.0,4.31,4.26,2.7,608
34996,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1103
34997,0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55,2792
34998,0.72,Ideal,F,SI2,62.0,57.0,5.68,5.64,3.51,1743
34999,0.9,Very Good,G,VS1,61.3,61.0,6.15,6.25,3.8,4515
35000,0.9,Premium,E,SI2,62.2,60.0,6.15,6.19,3.84,3662
35001,1.23,Good,J,SI2,63.2,57.5,6.74,6.82,4.29,4992
35002,1.7,Ideal,H,VS2,62.2,57.0,7.67,7.63,4.76,13756
35003,2.01,Very Good,I,VS1,59.8,63.0,8.14,8.11,4.86,17068
35004,0.58,Ideal,H,VS2,62.4,58.0,5.3,5.34,3.32,1600
35005,1.24,Ideal,H,VS1,61.0,57.0,6.91,6.95,4.23,8719
35006,1.17,Ideal,H,SI1,62.1,54.0,6.83,6.77,4.22,5751
35007,0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,1224
35008,0.91,Premium,H,SI2,62.7,58.0,6.17,6.14,3.86,3363
35009,1.04,Premium,E,SI1,59.6,59.0,6.59,6.56,3.92,5766
35010,0.4,Ideal,F,VVS2,61.7,55.0,4.76,4.74,2.93,1163
35011,0.92,Very Good,F,SI2,62.9,58.0,6.18,6.22,3.9,3763
35012,1.08,Good,D,SI1,63.8,59.0,6.39,6.47,4.1,5821
35013,0.51,Ideal,G,VS1,61.6,54.0,5.16,5.19,3.19,1599
35014,0.56,Premium,F,SI2,60.2,58.0,5.36,5.33,3.22,1715
35015,1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83,14949
35016,0.42,Premium,D,SI1,62.8,58.0,4.79,4.76,3.0,1040
35017,0.5,Good,G,VVS2,63.6,57.0,5.08,5.04,3.22,1858
35018,0.7,Very Good,I,SI1,59.4,62.0,5.77,5.82,3.44,2058
35019,0.5,Ideal,D,SI2,61.6,57.0,5.13,5.1,3.15,1332
35020,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,7056
35021,1.5,Very Good,D,VS2,63.6,55.0,7.17,7.24,4.58,14368
35022,0.47,Fair,E,SI1,67.9,56.0,4.84,4.65,3.24,829
35023,0.3,Premium,G,VVS1,62.1,61.0,4.3,4.27,2.66,1013
35024,1.0,Premium,H,SI2,62.7,59.0,6.35,6.31,3.97,4032
35025,1.23,Ideal,G,VVS1,61.8,56.0,6.8,6.89,4.24,10572
35026,0.58,Very Good,H,VVS1,63.3,55.0,5.27,5.31,3.35,1979
35027,0.61,Very Good,H,VS1,60.1,56.0,5.55,5.59,3.35,2123
35028,1.06,Ideal,D,SI1,62.7,54.0,6.52,6.55,4.1,5946
35029,0.31,Ideal,D,SI1,61.8,56.0,4.34,4.37,2.69,571
35030,1.04,Ideal,G,VS1,61.7,57.0,6.47,6.53,4.01,7294
35031,0.42,Very Good,G,SI1,61.6,61.0,4.79,4.82,2.96,687
35032,1.5,Fair,H,I1,65.6,54.0,7.26,7.09,4.7,2964
35033,0.32,Ideal,E,VS2,61.9,56.0,4.4,4.35,2.71,900
35034,0.41,Premium,H,SI1,62.9,58.0,4.73,4.72,2.97,876
35035,0.33,Ideal,F,VVS1,62.4,54.0,4.44,4.47,2.78,880
35036,0.7,Very Good,I,SI1,62.2,58.0,5.63,5.66,3.51,2136
35037,1.01,Premium,H,SI1,61.3,58.0,6.47,6.39,3.94,4513
35038,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,14534
35039,0.5,Ideal,G,SI1,62.2,56.0,5.13,5.08,3.17,1173
35040,0.32,Ideal,F,VVS1,61.6,55.0,4.42,4.44,2.73,854
35041,0.36,Premium,E,SI2,58.5,59.0,4.67,4.63,2.72,475
35042,0.54,Good,G,VS2,63.6,56.0,5.14,5.17,3.28,1422
35043,1.32,Premium,F,VS2,60.9,59.0,7.12,7.06,4.32,10423
35044,1.01,Fair,G,VS2,64.5,57.0,6.26,6.2,4.02,5538
35045,1.07,Ideal,F,SI2,61.2,57.0,6.62,6.59,4.04,4128
35046,0.71,Premium,E,SI2,61.4,59.0,5.74,5.7,3.51,2306
35047,0.71,Ideal,D,VS1,61.7,56.0,5.71,5.74,3.53,4380
35048,0.38,Premium,F,VS1,62.7,57.0,4.71,4.64,2.93,1101
35049,0.9,Very Good,H,SI2,62.3,61.0,6.15,6.17,3.84,3481
35050,0.41,Premium,D,SI1,60.5,60.0,4.81,4.77,2.9,1015
35051,1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26,5175
35052,2.32,Ideal,H,SI1,62.6,57.0,8.46,8.52,5.32,18080
35053,2.04,Very Good,I,SI1,62.9,54.0,8.16,8.08,5.1,17323
35054,0.35,Ideal,F,VS2,61.5,57.0,4.52,4.55,2.79,706
35055,1.01,Premium,G,VS2,60.7,60.0,6.49,6.45,3.93,5864
35056,0.5,Premium,E,SI2,59.5,59.0,5.16,5.19,3.08,1154
35057,0.72,Premium,F,VS2,60.8,58.0,5.78,5.74,3.5,2530
35058,1.01,Good,E,SI1,64.3,59.0,6.23,6.28,4.02,5379
35059,0.32,Ideal,F,VVS1,62.0,55.0,4.41,4.43,2.74,898
35060,0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59,3590
35061,0.42,Ideal,D,VVS1,62.8,56.0,4.8,4.76,3.0,1621
35062,0.71,Premium,F,SI1,60.2,60.0,5.79,5.71,3.46,2345
35063,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5044
35064,0.31,Ideal,G,VVS2,61.5,57.0,4.32,4.36,2.67,671
35065,1.0,Premium,D,SI1,61.4,58.0,6.4,6.34,3.91,5096
35066,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,2319
35067,0.5,Premium,E,VS2,61.4,58.0,5.07,5.12,3.13,1624
35068,1.01,Good,G,SI1,63.6,58.0,6.29,6.35,4.02,4195
35069,0.5,Premium,E,VS2,61.8,58.0,5.07,5.09,3.14,1624
35070,0.32,Premium,E,VVS2,61.5,58.0,4.36,4.42,2.7,842
35071,0.4,Ideal,G,IF,62.2,55.0,4.76,4.73,2.95,1397
35072,0.58,Ideal,E,SI1,61.6,55.0,5.33,5.38,3.3,1636
35073,1.36,Ideal,D,SI2,61.2,57.0,7.15,7.19,4.39,6443
35074,1.73,Premium,H,VS2,59.2,61.0,7.82,7.78,4.62,13221
35075,0.81,Premium,G,VS2,61.2,60.0,6.0,5.99,3.67,3084
35076,1.26,Ideal,F,VS2,61.2,57.0,6.96,6.99,4.27,9999
35077,1.02,Very Good,G,VS2,63.4,59.0,6.32,6.3,4.0,6169
35078,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,10010
35079,1.2,Ideal,H,VS1,62.0,57.0,6.69,6.76,4.17,7294
35080,0.62,Premium,E,SI2,61.1,59.0,5.51,5.46,3.35,1579
35081,1.21,Very Good,F,VS2,63.5,58.0,6.76,6.73,4.28,7826
35082,0.39,Ideal,D,VVS2,61.8,57.0,4.67,4.71,2.9,1232
35083,1.02,Premium,H,SI2,59.2,59.0,6.57,6.54,3.88,3769
35084,1.31,Premium,G,VS1,61.5,59.0,7.06,7.0,4.32,10071
35085,1.6,Very Good,E,SI2,62.0,57.0,7.47,7.54,4.65,9900
35086,0.71,Good,J,SI1,61.5,62.0,5.61,5.66,3.47,1755
35087,0.57,Very Good,F,VVS2,62.6,58.0,5.32,5.38,3.34,1902
35088,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5508
35089,1.01,Premium,J,I1,60.7,59.0,6.42,6.39,3.89,2602
35090,0.71,Very Good,F,VS2,61.3,61.0,5.68,5.73,3.5,2860
35091,0.31,Premium,I,VVS2,61.7,58.0,4.4,4.38,2.71,698
35092,0.91,Ideal,J,VVS2,60.2,57.0,6.31,6.34,3.81,3826
35093,1.01,Good,H,SI1,64.0,58.0,6.31,6.37,4.06,4116
35094,1.05,Premium,F,SI1,62.8,59.0,6.43,6.4,4.03,4879
35095,1.3,Ideal,G,IF,61.3,56.0,7.03,7.06,4.32,12932
35096,0.41,Ideal,I,VVS1,61.0,56.0,4.79,4.82,2.93,875
35097,0.9,Very Good,F,SI2,61.6,56.0,6.22,6.29,3.85,3601
35098,0.41,Ideal,I,VS1,61.9,55.0,4.79,4.81,2.97,824
35099,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,6534
35100,0.51,Premium,E,VS2,59.3,58.0,5.23,5.2,3.09,1662
35101,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9581
35102,1.0,Good,H,VS2,63.6,61.0,6.21,6.25,3.96,4637
35103,1.58,Very Good,D,SI1,62.4,60.0,7.41,7.44,4.63,12799
35104,0.94,Premium,G,SI1,61.9,57.0,6.29,6.24,3.88,4106
35105,2.4,Good,I,SI1,56.9,62.0,8.87,8.81,5.03,18541
35106,0.27,Very Good,E,VVS2,61.2,60.0,4.16,4.17,2.55,606
35107,0.41,Very Good,D,VS2,59.2,58.0,4.83,4.87,2.87,995
35108,0.34,Ideal,G,VS2,61.3,55.0,4.51,4.49,2.76,765
35109,0.5,Premium,G,VS1,61.1,60.0,5.1,5.05,3.1,1629
35110,0.53,Ideal,D,SI1,62.2,56.0,5.23,5.19,3.24,1753
35111,0.59,Premium,H,SI1,61.9,59.0,5.43,5.34,3.33,1265
35112,0.3,Very Good,G,VVS2,63.0,57.0,4.28,4.32,2.71,684
35113,0.4,Very Good,E,VVS1,62.9,56.0,4.67,4.71,2.95,1191
35114,0.7,Premium,F,SI2,61.7,62.0,5.69,5.65,3.5,2107
35115,0.38,Good,D,VS1,63.4,55.0,4.61,4.64,2.93,853
35116,0.55,Premium,G,VS1,62.0,57.0,5.3,5.25,3.27,1881
35117,0.38,Premium,I,SI2,60.0,59.0,4.69,4.71,2.82,500
35118,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,2316
35119,0.48,Premium,F,VS2,61.3,60.0,5.01,4.97,3.06,1279
35120,0.34,Very Good,G,SI2,62.8,59.0,4.45,4.47,2.8,447
35121,0.33,Ideal,D,VS2,61.8,56.0,4.48,4.45,2.76,1002
35122,1.06,Ideal,F,VS1,61.9,57.0,6.55,6.53,4.05,7479
35123,1.02,Very Good,D,SI1,63.2,58.0,6.41,6.35,4.03,5198
35124,0.32,Ideal,G,VS1,62.1,55.0,4.4,4.42,2.74,645
35125,1.01,Very Good,E,SI1,63.4,58.0,6.32,6.37,4.02,5684
35126,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2304
